event_id,anchor_date,anchor_direction,anchor_absolute_return_pct,relative_trading_day,observation_date,observation_brent_price,all_oil_rate,all_oil_count,market_prices_rate,market_prices_count,supply_geopolitics_rate,supply_geopolitics_count,consumer_fuel_rate,consumer_fuel_count,all_oil_pre_event_baseline,all_oil_excess_over_baseline,market_prices_pre_event_baseline,market_prices_excess_over_baseline,supply_geopolitics_pre_event_baseline,supply_geopolitics_excess_over_baseline,consumer_fuel_pre_event_baseline,consumer_fuel_excess_over_baseline
41,2012-07-03,increase,4.83837111670864,3,2012-07-09,99.94,0.0,0,0.0,0,0.0,0,0.0,0,3.065440490470479,-3.065440490470479,0.0,0.0,1.0245901639344264,-1.0245901639344264,2.0408503265360523,-2.0408503265360523
41,2012-07-03,increase,4.83837111670864,4,2012-07-10,99.15,0.0,0,0.0,0,0.0,0,0.0,0,3.065440490470479,-3.065440490470479,0.0,0.0,1.0245901639344264,-1.0245901639344264,2.0408503265360523,-2.0408503265360523
41,2012-07-03,increase,4.83837111670864,5,2012-07-11,99.23,0.0,0,0.0,0,0.0,0,0.0,0,3.065440490470479,-3.065440490470479,0.0,0.0,1.0245901639344264,-1.0245901639344264,2.0408503265360523,-2.0408503265360523
42,2014-11-28,decrease,7.106861351595817,-5,2014-11-20,77.61,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2014-11-28,decrease,7.106861351595817,-4,2014-11-21,79.2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2014-11-28,decrease,7.106861351595817,-3,2014-11-24,79.62,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2014-11-28,decrease,7.106861351595817,-2,2014-11-25,77.62,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2014-11-28,decrease,7.106861351595817,-1,2014-11-26,77.39,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2014-11-28,decrease,7.106861351595817,0,2014-11-28,71.89,14.92537313432836,4,14.92537313432836,4,3.7313432835820897,1,0.0,0,0.0,14.92537313432836,0.0,14.92537313432836,0.0,3.7313432835820897,0.0,0.0
42,2014-11-28,decrease,7.106861351595817,1,2014-12-01,70.87,10.452961672473869,3,10.452961672473869,3,0.0,0,3.484320557491289,1,0.0,10.452961672473869,0.0,10.452961672473869,0.0,0.0,0.0,3.484320557491289
42,2014-11-28,decrease,7.106861351595817,2,2014-12-02,71.13,10.20408163265306,3,10.20408163265306,3,0.0,0,0.0,0,0.0,10.20408163265306,0.0,10.20408163265306,0.0,0.0,0.0,0.0
42,2014-11-28,decrease,7.106861351595817,3,2014-12-03,70.13,10.309278350515465,3,6.872852233676976,2,0.0,0,6.872852233676976,2,0.0,10.309278350515465,0.0,6.872852233676976,0.0,0.0,0.0,6.872852233676976
42,2014-11-28,decrease,7.106861351595817,4,2014-12-04,68.48,3.246753246753247,1,3.246753246753247,1,0.0,0,0.0,0,0.0,3.246753246753247,0.0,3.246753246753247,0.0,0.0,0.0,0.0
42,2014-11-28,decrease,7.106861351595817,5,2014-12-05,68.0,3.8461538461538463,1,0.0,0,0.0,0,3.8461538461538463,1,0.0,3.8461538461538463,0.0,0.0,0.0,0.0,0.0,3.8461538461538463
43,2015-01-05,decrease,7.764535933550021,-5,2014-12-26,58.72,0.0,0,0.0,0,0.0,0,0.0,0,1.7241379310344827,-1.7241379310344827,1.7241379310344827,-1.7241379310344827,0.0,0.0,0.0,0.0
43,2015-01-05,decrease,7.764535933550021,-4,2014-12-29,57.86,0.0,0,0.0,0,0.0,0,0.0,0,1.7241379310344827,-1.7241379310344827,1.7241379310344827,-1.7241379310344827,0.0,0.0,0.0,0.0
43,2015-01-05,decrease,7.764535933550021,-3,2014-12-30,55.6,6.896551724137931,1,6.896551724137931,1,0.0,0,0.0,0,1.7241379310344827,5.172413793103448,1.7241379310344827,5.172413793103448,0.0,0.0,0.0,0.0
43,2015-01-05,decrease,7.764535933550021,-2,2014-12-31,55.27,0.0,0,0.0,0,0.0,0,0.0,0,1.7241379310344827,-1.7241379310344827,1.7241379310344827,-1.7241379310344827,0.0,0.0,0.0,0.0
