date,headline_text,match_reason
2009-10-05,rudd hints at broome oil industry future,oil_market_phrase
2009-10-20,economist warns petrol prices will rise,fuel_prices
2009-10-23,profit increase for beach petroleum,petroleum
2009-11-05,fishermen demand new rules on oil drilling,oil_with_market_context
2009-11-06,oil companies forced to co operate with spill,oil_market_phrase
2009-11-16,petroleum firm explores tree plantation options,petroleum
2009-11-25,ract issues petrol price please explain,fuel_prices
2009-12-02,accc to probe petrol price cycle,fuel_prices
2009-12-03,finance reporter sue lannin talks petrol prices,fuel_prices
2009-12-15,raa says fuel prices should ease,fuel_prices
2009-12-18,big firms coordinating petrol prices,fuel_prices
2009-12-19,nigerian oil pipeline attack breaks truce,oil_market_phrase
2009-12-24,christmas petrol price hike,fuel_prices
2009-12-24,fuel prices set to rise accc,fuel_prices
2009-12-24,petrol prices set to rise,fuel_prices
2009-12-29,dispute threatens european oil supply,oil_market_phrase
2009-12-31,fuel prices soar,fuel_prices
2010-01-04,higher petrol prices on the way,fuel_prices
2010-01-13,motorists hit with petrol price rise,fuel_prices
2010-02-08,falling dollar to drive petrol prices higher,fuel_prices
2010-02-17,apache oil production underway,oil_market_phrase
2010-02-18,racq wants an investigation into petrol prices,fuel_prices
2010-03-15,petrol prices to keep rising,fuel_prices
2010-04-25,accc concerned over petrol price service,fuel_prices
2010-05-04,more queries over petrol prices,fuel_prices
2010-05-10,petrol price relief on the way,fuel_prices
2010-05-19,big variation in kimberley fuel prices,fuel_prices
2010-05-26,bp owned alaska oil pipeline shut after spill,oil_market_phrase
2010-05-28,shire unsure of petroleum search impact,petroleum
2010-06-03,lobster fishers fear petroleum exploration impact,petroleum
2010-06-08,obama warns of tough economic times after oil spill,oil_with_market_context
2010-06-09,govt asked to reveal petroleum exploration studies,petroleum
2010-06-12,bp needs more tankers to capture oil,oil_with_market_context
2010-06-18,tanker caught illegally siphoning oil,oil_with_market_context
2010-07-06,millions strike over fuel price hike,fuel_prices
2010-07-19,oil spews from exploded china pipeline,oil_with_market_context
2010-07-21,petroleum exploration submissions under review,petroleum
2010-07-21,the head of mines and petroleum richard sellers,petroleum
2010-07-27,oil refinery evacuation,oil_market_phrase
2010-08-06,oil tanker blast a terrorist attack,oil_market_phrase
2010-08-09,oil gas producers work on spill contingencies,oil_with_market_context
2010-08-27,fate of biofuel depends on oil price stability,oil_market_phrase
2010-09-09,petrol prices blatantly unjust ract,fuel_prices
2010-09-10,bartlett under the pump to curb petrol prices,fuel_prices
2010-09-13,petrol prices near 11 month low,fuel_prices
2010-09-20,raa keeps close eye on rural fuel prices,fuel_prices
2010-10-18,petrol prices tipped to rise despite strong dollar,fuel_prices
2010-10-22,french police break oil refinery blockade,oil_market_phrase
2010-10-29,mango shortage tipped to fuel price hike,fuel_prices
2010-11-09,petrol price likely to rise racq,fuel_prices
2010-11-22,alice has 2nd highest fuel prices in country,fuel_prices
2010-12-01,big oil gas supply base opens,oil_with_market_context
2010-12-20,dollar offers protection from soaring petrol prices,fuel_prices
2010-12-23,victorian petrol prices set to soar,fuel_prices
2010-12-29,local competition keeping petrol prices down,fuel_prices
2011-01-07,pakistan pm reverses petrol price hike,fuel_prices
2011-01-18,rural fuel prices on the rise,fuel_prices
2011-01-24,sick man lifted from oil tanker,oil_market_phrase
2011-02-01,egypt chaos pushes oil prices up,oil_market_phrase
2011-02-01,egypt unrest to send petrol prices up,fuel_prices
2011-02-03,oil prices push up qantas airfares,oil_market_phrase
2011-02-16,brisbane scores most expensive fuel prices in,fuel_prices
2011-02-22,fear of contagion drives oil price surge,oil_market_phrase
2011-02-23,gaddafi orders forces to sabotage oil production,oil_market_phrase
2011-02-24,oil prices drive fourth straight share slide,oil_market_phrase
2011-02-24,share market slides on rising oil prices,oil_market_phrase
2011-02-25,fuel prices expected to jump 20 cents,fuel_prices
2011-02-27,bombing shuts down iraqs largest oil refinery,oil_market_phrase
2011-02-27,consumers told to brace for petrol price spike,fuel_prices
2011-03-07,market hits five week low on oil concerns,oil_with_market_context
2011-03-07,petrol prices at 29 month high,fuel_prices
2011-03-10,film on gulf oil spill in pipeline,oil_with_market_context
2011-03-15,canberra fuel price tops 150,fuel_prices
2011-03-21,share market down on rising oil prices,oil_market_phrase
2011-03-22,fuel prices in nt highest since 2008,fuel_prices
2011-03-23,rising oil price gives virgin blues,oil_market_phrase
2011-03-24,qantas increases fares to counter oil price rise,oil_market_phrase
2011-03-30,qantas cuts staff flights to counter fuel price hit,fuel_prices
2011-03-31,sydney motorists warned of petrol price pain,fuel_prices
2011-04-04,outback fuel price tipped to rise,fuel_prices
2011-04-05,australia slumps into deficit on oil imports,oil_market_phrase
2011-04-06,toowoomba has lowest fuel prices in australia,fuel_prices
2011-04-13,crude oil slip boosts airline stocks,crude_oil
2011-04-13,stocks dive on oil japan fears,oil_with_market_context
2011-04-18,petrol prices reach new high,fuel_prices
2011-04-19,forster petrol prices the highest in the state,fuel_prices
2011-04-20,alice calls for ceiling in fuel prices,fuel_prices
2011-04-20,forster petrol prices part of a cycle,fuel_prices
2011-04-27,bp profit soars on back of oil prices,oil_market_phrase
2011-04-27,food petrol prices drive up inflation,fuel_prices
2011-05-09,crude price drop could help fuel prices,crude_oil
2011-05-09,petrol prices tipped to drop,fuel_prices
2011-05-16,petrol prices tipped to fall,fuel_prices
2011-05-23,petrol price falls yet to reach motorists,fuel_prices
2011-05-25,brisbane man accused of oil market scam,oil_market_phrase
2011-05-30,service stations warn of rising petrol prices,fuel_prices
2011-06-02,regional fuel prices tipped to fall,fuel_prices
2011-06-06,servos told to explain fuel price discrepancy,fuel_prices
2011-06-24,oil price drops as supplies are boosted,oil_market_phrase
2011-07-27,regional drivers still awaiting diesel price drop,fuel_prices
2011-08-15,petrol prices to rise,fuel_prices
2011-08-25,oil companies lead market higher,oil_market_phrase
2011-08-29,huge fire at chinese oil refinery,oil_market_phrase
2011-09-12,petrol price rise,fuel_prices
2011-09-23,canberra petrol prices rise,fuel_prices
2011-09-27,petrol prices heading up,fuel_prices
2011-09-27,petrol prices on the rise,fuel_prices
2011-09-30,petrol price discrimination claims,fuel_prices
2011-10-07,petrol prices hit 3 year high,fuel_prices
2011-10-21,gaddafi oil market,oil_market_phrase
2011-10-23,oil spill in vic after tanker rollover,oil_with_market_context
2011-11-09,accc to probe brisbanes soaring petrol prices,fuel_prices
2011-11-19,wwf condemns petroleum exploration permits off wa coast,petroleum
2011-11-25,regional petrol prices fuel rip off fears,fuel_prices
2011-11-28,consultation pledged in petroleum search,petroleum
2011-11-30,major organic oil producer collapses,oil_market_phrase
2011-12-06,interest rates could fall but diesel price stays,fuel_prices
2011-12-16,scullion on fuel price warpath,fuel_prices
2011-12-19,petrol price hits four month low,fuel_prices
2011-12-21,high petrol prices,fuel_prices
2011-12-21,new watchdogs to monitor oil industry,oil_market_phrase
2011-12-21,petroleum regulatory bodies based in perth,petroleum
2011-12-22,morocco shaping up as an oil producer,oil_market_phrase
2011-12-28,nrma warns of canberra petrol price hikes,fuel_prices
2011-12-29,adelaide petrol price spike raa,fuel_prices
2012-01-13,central petroleum oil discovery,petroleum
2012-01-13,nigerian workers shut down oil production,oil_market_phrase
2012-01-16,nigeria cuts petrol prices,fuel_prices
2012-01-17,fuel prices to rise,fuel_prices
2012-01-17,iran tension spark fuel price concerns,fuel_prices
2012-01-20,iran tension spark fuel price concerns,fuel_prices
2012-01-23,eu slaps ban on iran oil imports,oil_market_phrase
2012-01-25,petrol price fuels call for more competition,fuel_prices
2012-01-26,figures show rising fuel price,fuel_prices
2012-01-28,oil from stricken tanker washing up in flying fish cove,oil_with_market_context
2012-02-08,oil spills from shell refinery,oil_with_market_context
2012-02-14,petrol price advocate alice springs council,fuel_prices
2012-02-20,act fuel prices,fuel_prices
2012-02-22,woodside petroleum profits dip,petroleum
2012-02-28,iran tensions send oil prices soaring,oil_market_phrase
2012-02-29,kohler oil reserves shift global markets,oil_market_phrase
2012-03-14,oil mallee industry aims to supply fuel to airlines,oil_with_market_context
2012-03-26,oil price more threatening than european,oil_market_phrase
2012-04-10,petrol prices headed for record high,fuel_prices
2012-04-11,high fuel prices hampering cotton harvest,fuel_prices
2012-05-04,accc to probe petrol price fixing concerns,fuel_prices
2012-05-04,henderson on accc fuel price inquiry,fuel_prices
2012-05-04,motoring groups welcome petrol price fixing probe,fuel_prices
2012-05-14,lng ferguson petroleum exploration acreage,petroleum
2012-05-16,regions fuel prices highest in state,fuel_prices
2012-05-17,fuel prices,fuel_prices
2012-05-24,motorists see little benefit from crude oil plunge,crude_oil
2012-05-29,canberra petrol price hike,fuel_prices
2012-06-07,shell to close clyde oil refinery,oil_market_phrase
2012-06-15,country petrol price fuels anger,fuel_prices
2012-06-15,petrol price fuels competition concerns,fuel_prices
2012-06-15,petroleum group laments margaret river no go plan,petroleum
2012-06-20,simpson desert recreate journey beach petroleum marg sprigg,petroleum
2012-06-28,iran signs up 11 oil tankers under the tuvalu flag,oil_market_phrase
2012-06-29,chief minister calls in accc over petrol prices,fuel_prices
2012-07-03,regional petrol prices,fuel_prices
2012-07-05,petrol prices fuel call for accc probe,fuel_prices
2012-07-26,lightning blamed for deadly oil tanker fire,oil_market_phrase
2012-07-26,malaysian oil tanker fire,oil_market_phrase
2012-08-01,petroleum search,petroleum
2012-08-08,mid west oil reserves open for exploration,oil_market_phrase
2012-08-12,us destroyer collides with oil tanker,oil_market_phrase
2012-08-22,raa welcomes move on petrol price displays,fuel_prices
2012-08-27,country drivers warned of rising fuel prices,fuel_prices
2012-08-27,geraldton drivers warned of fuel price rise,fuel_prices
2012-08-28,drivers warned of fuel price rise,fuel_prices
2012-09-02,new law bans display of discounted fuel prices,fuel_prices
2012-09-14,50 dead after afghan bus and oil tanker collide,oil_market_phrase
2012-09-18,mp demands petroleum bill investigation,petroleum
2012-10-04,price of crude oil drops sharply,crude_oil
2012-10-11,regional fuel prices similar to melbourne,fuel_prices
2012-10-19,bowser shock as petrol prices rise,fuel_prices
2012-10-19,canberra petrol prices cause bowser shock,fuel_prices
2012-10-19,retail discounts blamed for petrol price spike,fuel_prices
2012-10-29,petroleum firm downplays oil search impact,petroleum
2012-11-30,petroleum firms ex managing director launches,petroleum
2012-12-06,global pressures blamed for petrol price record,fuel_prices
2012-12-17,lower petrol prices predicted for christmas,fuel_prices
2012-12-21,petrol prices rise ahead of holiday weekend,fuel_prices
2013-01-10,chief executive of bight petroleum ian macdougall,petroleum
2013-01-28,share prices rise after shale oil find,oil_with_market_context
2013-02-07,woman dies after oil tanker collision,oil_market_phrase
2013-02-08,country petrol prices fuel raa anger,fuel_prices
2013-02-11,global demand fuels soaring petrol prices,fuel_prices
2013-02-11,more oil for biodiesel producer,oil_with_market_context
2013-02-13,qld government approves commercial shale oil industry,oil_market_phrase
2013-02-13,queensland moves to build shale oil industry,oil_market_phrase
2013-02-19,petrol price spike wont last: commissioner,fuel_prices
2013-02-25,oil prices to drop as shale oil flows,oil_market_phrase
2013-02-25,petrol price jumps to near year high,fuel_prices
2013-02-26,cooper energy searches for oil near penola,oil_with_market_context
2013-02-26,fuel prices worry nt tourism industry,fuel_prices
2013-02-27,nt fuel prices defy logic says aant,fuel_prices
2013-03-01,bight petroleum to submit revised exploration bid,petroleum
2013-03-28,easter petrol prices fuel raa anger,fuel_prices
2013-03-28,surprise development for central petroleum,petroleum
2013-04-05,coalition mps at odds on petroleum tax extension,petroleum
2013-04-11,bids made for onshore petroleum exploration,petroleum
2013-04-22,motorists enjoy steep petrol price falls,fuel_prices
2013-04-23,petrol price plunge,fuel_prices
2013-04-23,shares in woodside petroleum soar,petroleum
2013-05-02,communitys fears as shale oil production begins,oil_market_phrase
2013-05-02,residents demand answers after new shale oil plant,oil_with_market_context
2013-05-10,calls for consistent petrol price displays,fuel_prices
2013-05-16,britain pledges action as eu widens oil price probe,oil_market_phrase
2013-05-16,european commission raids offices in fuel price,fuel_prices
2013-05-19,afghanistan aiming for commercial oil production,oil_market_phrase
2013-05-20,petrol prices set to surge on dollar decline,fuel_prices
2013-05-27,petrol prices jump with more rises likely,fuel_prices
2013-05-31,petroleum firm questions seismic survey scrutiny,petroleum
2013-06-17,accc asked to probe high fuel prices,fuel_prices
2013-06-18,indonesia mps seal fuel price hike after backing help for po,fuel_prices
2013-06-18,oil price hits nine month peak,oil_market_phrase
2013-06-18,protests over indonesian fuel price rise,fuel_prices
2013-06-22,indonesia fuel price hike,fuel_prices
2013-07-01,oil tanker blaze kills 31 in uganda capital,oil_market_phrase
2013-07-02,central petroleum oil,petroleum
2013-07-02,oil central petroleum,petroleum
2013-07-08,train carrying crude oil crashes in canadian twon,crude_oil
2013-07-09,business under the pump as petrol prices skyrocket,fuel_prices
2013-07-10,canberra drivers feeling petrol price pain,fuel_prices
2013-07-16,how will higher production of oil in the united,oil_with_market_context
2013-07-18,aog petroleum exploration application nt environment centre rea,petroleum
2013-07-22,adelaide petrol prices jump to five year high,fuel_prices
2013-07-22,riverina oil and bio energy future,oil_with_market_context
2013-07-25,perth petrol prices soar,fuel_prices
2013-07-26,regions warned of looming fuel price rise,fuel_prices
2013-07-29,saudi arabia oil opec prince alwaleed,opec
2013-07-30,nt fuel price rises and shopper discount follow woolworths coles,fuel_prices
2013-07-31,petrol price rating scheme fuels call for more,fuel_prices
2013-08-13,petrol price ratings fuel call for legitimate,fuel_prices
2013-08-14,fuel price rating another slug for coober pedy,fuel_prices
2013-08-28,oil price petrol prices syria war,oil_market_phrase
2013-09-01,nsw cracks down on discount fuel prices at petrol stations,fuel_prices
2013-09-06,confusing petrol price displays fuel racq anger,fuel_prices
2013-09-16,fuel prices,fuel_prices
2013-09-16,oil industry educates shoppers,oil_market_phrase
2013-09-17,syria tensions push crude prices lower,crude_oil
2013-09-24,easing tensions flow to oil supply,oil_market_phrase
2013-10-02,energy firm keen to undertake surat basin oil,oil_with_market_context
2013-10-17,petrol price signs fuel calls for regional drivers,fuel_prices
2013-10-22,oil price falls on questions over demand,oil_market_phrase
2013-10-28,petrol price gouging,fuel_prices
2013-10-28,petrol prices tipped to fall,fuel_prices
2013-10-29,blue energy drilling near roma fails to find significant oil,oil_with_market_context
2013-11-26,oil prices drop,oil_market_phrase
2013-11-26,project underway to improve deep sea oil and gas pipelines,oil_with_market_context
2013-12-03,raa worried country city fuel price divide growing,fuel_prices
2013-12-06,keith alone in raas fuel price fairness rating,fuel_prices
2013-12-12,petrol prices in territory highest retail margin in australia,fuel_prices
2013-12-16,richard cottee central petroleum license,petroleum
2013-12-30,end to misleading petrol prices,fuel_prices
2014-01-07,nt fuel prices rise again 12c above national average,fuel_prices
2014-01-07,petrol price soars more pain at the pump ahead,fuel_prices
2014-01-09,darwin fuel prices retailer ripoff claims fuel track,fuel_prices
2014-01-09,rising fuel prices,fuel_prices
2014-01-22,petrol prices unjustified racq,fuel_prices
2014-02-04,demand for clove oil grows in mouldy north,oil_with_market_context
2014-02-04,mould grows demand for clove oil,oil_with_market_context
2014-02-19,central petroleum dingo gas sale,petroleum
2014-02-19,central petroleum gas fields,petroleum
2014-02-25,central petroleum licence oil eis epa,petroleum
2014-02-25,oil licence central petroleum amadeus basin clc,petroleum
2014-03-05,lithgow petroleum,petroleum
2014-03-13,submissions on petroleum exploration licence in lithgow area,petroleum
2014-03-17,us seals seize oil tanker,oil_market_phrase
2014-03-18,fuel price wadeye riots claim councillor andrew brown,fuel_prices
2014-03-26,petroleum exploration legal liability,petroleum
2014-04-07,more land released for outback qld more gas petroleum exploratio,petroleum
2014-04-29,petrol price discrepancy fuels council probe,fuel_prices
2014-05-09,fears higher fuel prices to put brakes on gold,fuel_prices
2014-05-12,central petroleum sod turning,petroleum
2014-05-16,energy agency predicts oil shortage unless supply boosted,oil_with_market_context
2014-05-29,oil tanker listing off japan after huge explosion,oil_market_phrase
2014-05-31,thai oil tanker feared hijacked,oil_market_phrase
2014-06-06,long weekend regional fuel prices tipped to be,fuel_prices
2014-06-11,bight petroleum to explore for oil and gas off sa,petroleum
2014-06-17,appea petroleum northern territory,petroleum
2014-06-17,investors nervous about oil supply,oil_market_phrase
2014-06-18,sunni militants hit iraq oil refinery,oil_market_phrase
2014-06-19,staff evacuated from embattled baiji oil refinery,oil_market_phrase
2014-07-02,investigation finds bus fire caused by fractured oil supply line,oil_market_phrase
2014-07-30,lakes oil signs dow chemical gas supply agreement,oil_with_market_context
2014-08-11,american samoa has pacific best fuel prices,fuel_prices
2014-08-18,new oil discovery by carnarvon petroleum,petroleum
2014-08-20,accc takes action over alleged petrol price sharing,fuel_prices
2014-09-03,impact of mining tax and petroleum tax,petroleum
2014-09-03,mining tax and petroleum tax,petroleum
2014-09-04,racq warns of looming fuel price rise,fuel_prices
2014-09-11,raa petrol price warning,fuel_prices
2014-09-12,remarkable drop in oil demand slashes prices,oil_market_phrase
2014-09-14,motoring body slams tasmania extravagant petrol prices,fuel_prices
2014-09-16,fuel price to rise as aussie dollar drops despite oil supply,oil_market_phrase
2014-09-16,fuel prices to rise as australian dollar drops,fuel_prices
2014-09-23,disaster legislation could be used to reduce petrol prices,fuel_prices
2014-09-25,fuel price summit to probe high prices in nt,fuel_prices
2014-09-29,us led air strikes on is oil refineries 'not a real target',oil_market_phrase
2014-10-07,petrol companies defend darwin high fuel prices,fuel_prices
2014-10-09,first salvo fired in nt petrol price war,fuel_prices
2014-10-14,caltex australias sydney oil refinery is closed,oil_market_phrase
2014-10-15,community welcomes petroleum exploration licence cancellation,petroleum
2014-10-15,iea slashes oil forecasts amid staggering surge in supply,oil_with_market_context
2014-10-17,indonesias widodo to hike fuel prices by around 50 pct,fuel_prices
2014-10-18,indonesian president elect set to raise fuel prices,fuel_prices
2014-10-23,price of crude oil slumped on global markets,crude_oil
2014-11-04,al qaeda threatens to target australias overseas oil supplies,oil_market_phrase
2014-11-04,gold and oil prices drop against strong us dollar,oil_market_phrase
2014-11-05,market ends lower after global slide in price of oil,oil_with_market_context
2014-11-05,oil price slide weighs on wall st ftse,oil_market_phrase
2014-11-05,the oil price is under the pump,oil_market_phrase
2014-11-06,us reassumes role as major global oil producer,oil_market_phrase
2014-11-10,petrol price rise fuels fears for outback,fuel_prices
2014-11-14,indonesia leaves rates on hold amid concerns about fuel price r,fuel_prices
2014-11-15,iraqi forces break seige of baiji oil refinery,oil_market_phrase
2014-11-27,crude oil prices plumb a fresh four year low,crude_oil
2014-11-27,oil prices continue to languish as supply keeps flowing,oil_market_phrase
2014-11-27,wall st mixed despite disappointing data and falling oil prices,oil_market_phrase
2014-11-28,aud local share markets fall in battle over oil market,oil_market_phrase
2014-11-28,australian dollar shares fall sharply after oil price plunge,oil_market_phrase
2014-11-28,australian market abandon oil stocks as global,oil_market_phrase
2014-11-28,oil price collapses opec nations against cutting production,opec
2014-12-01,inflation pressures ease on falling oil fuel prices,fuel_prices
2014-12-01,oil price slump a double edged sword,oil_market_phrase
2014-12-01,upside in oil price slump,oil_market_phrase
2014-12-02,oil price bounce helps lift australian shares,oil_market_phrase
2014-12-02,oil price weakness could escalate russian threat,oil_market_phrase
2014-12-02,wall st slips despite oil price rebound,oil_market_phrase
2014-12-03,fuel price difference between metro and country areas questioned,fuel_prices
2014-12-03,petrol prices to drop on oil fall but airfares to remain steady,oil_price_movement
2014-12-03,wall st rises as energy stocks defy oil price falls,oil_market_phrase
2014-12-04,wall st rebounds on rising oil prices and energy stocks,oil_market_phrase
2014-12-05,petrol prices pack the hardest punch at upper hunter bowsers,fuel_prices
2014-12-09,oil price slide sparks share market sell off,oil_market_phrase
2014-12-11,oil price drop claims first wa victim red fork energy,oil_market_phrase
2014-12-11,wall st drops sharply on oil price slide,oil_market_phrase
2014-12-12,lower oil price dragging down local energy companies,oil_market_phrase
2014-12-16,global oil price fall drives share market down,oil_market_phrase
2014-12-16,wall st slips as crude oil slides further,crude_oil
2014-12-17,acccs new powers to monitor petrol prices take effect,fuel_prices
2014-12-17,russian economy heading for crisis as oil rouble plunge,oil_with_market_context
2014-12-19,fuel prices sky high in canberra,fuel_prices
2014-12-19,marshall welcomes increased accc powers for petrol price monito,fuel_prices
2014-12-19,new accc powers could investigate canberra petrol prices,fuel_prices
2014-12-20,tasmania seeks accc probe into fuel prices,fuel_prices
2014-12-22,motorists get christmas bonus with steep fuel price falls,fuel_prices
2014-12-22,rural tch fuel prices,fuel_prices
2014-12-22,tas fuel prices,fuel_prices
2014-12-23,low oil and gas prices pushing png towards crisis,oil_with_market_context
2014-12-24,criticism of sydney regional fuel price differences,fuel_prices
2014-12-30,wall st stagnant as oil fall and greek shares tumble,oil_price_movement
2015-01-05,petrol prices hit fresh four year low,fuel_prices
2015-01-07,weak crude prices,crude_oil
2015-01-15,santos speaks on oil price share price future,oil_market_phrase
2015-01-15,woodside set to cut spending in response to falling oil prices,oil_market_phrase
2015-01-16,accc regional petrol price probe fuels support,fuel_prices
2015-01-16,petrol prices,fuel_prices
2015-01-20,accc encouraged to investigate select tasmania fuel price,fuel_prices
2015-01-21,australian market rises petrol prices continue to,fuel_prices
2015-01-21,bhp ramps up iron ore petroleum production despite price slumps,petroleum
2015-01-21,high oil price gives chinas environmentalists a boost,oil_market_phrase
2015-01-22,nt fuel prices and businesses,fuel_prices
2015-01-22,virgin lowers us airfares as fuel prices plunge,fuel_prices
2015-01-25,petrol prices fall in perth,fuel_prices
2015-01-28,inflation to be pulled lower by plunging petrol prices,fuel_prices
2015-01-30,fuel price falls better than an interest rate cut fitch,fuel_prices
2015-02-02,petrol prices drag down inflation but electronics may be on the,fuel_prices
2015-02-02,santos blames 'volatile oil prices' for imminent job cuts,oil_market_phrase
2015-02-03,wall st closes higher after volatile session as oil prices boun,oil_market_phrase
2015-02-04,agricultural commodities surge on oil price recovery,oil_market_phrase
2015-02-04,oil prices have they hit bottom,oil_market_phrase
2015-02-04,us shares jump as oil prices surge,oil_market_phrase
2015-02-05,australian mustard oil production,oil_market_phrase
2015-02-05,oil price rout resumes leaving us markets mixed,oil_market_phrase
2015-02-06,wall st gains on oil price rebound,oil_market_phrase
2015-02-09,petrol prices shell,fuel_prices
2015-02-11,resource and energy sector shares fall after oil price slips,oil_market_phrase
2015-02-17,train hauling crude oil derails in west virginia causing fire,crude_oil
2015-02-18,woodside petroleum posts 38pc profit rise,petroleum
2015-02-20,wall street slides on crude oil price dip,crude_oil
2015-02-24,cyclone marcia fuels fears of petrol price,fuel_prices
2015-02-25,stokes energy oil gas investments,oil_with_market_context
2015-02-25,stokes energy oil gas investments chris jamieson,oil_with_market_context
2015-02-26,upper house inquiry into rural fuel prices,fuel_prices
2015-02-26,watchdog to investigate regional petrol prices,fuel_prices
2015-02-27,oil prices could remain low for three years: woodside,oil_market_phrase
2015-02-27,tasmanian businesses want more scrutiny of petrol prices,fuel_prices
2015-03-02,nsw country hour petrol prices nrma,fuel_prices
2015-03-09,coalition air strike on islamic state oil refinery kills 30,oil_market_phrase
2015-03-10,accc consumer competition watchdog investigate darwin fuel price,fuel_prices
2015-03-10,accc to investigate high darwin petrol prices,fuel_prices
2015-03-16,oil price falls to six year low,oil_market_phrase
2015-03-20,wall st gives back gains as oil prices fall,oil_market_phrase
2015-03-24,woodside cuts 300 jobs falling oil prices,oil_market_phrase
2015-03-27,oil jumps on saudi led airstrikes wall st eases,oil_price_movement
2015-03-27,oil prices rise australian dollar falls against,oil_market_phrase
2015-04-01,share market loses ground after fall in oil and iron ore prices,oil_with_market_context
2015-04-02,gas pipeline central petroleum nt,petroleum
2015-04-03,buru energy closer to oil production in kimberley native title,oil_market_phrase
2015-04-08,australian oil reserves substandard,oil_market_phrase
2015-04-09,apache energy sells wa oil and gas assets,oil_with_market_context
2015-04-10,firmer oil prices help sharemarket,oil_market_phrase
2015-04-10,rising global oil prices help lift us stocks,oil_market_phrase
2015-04-15,whyalla petrol price fuels praise from raa,fuel_prices
2015-04-16,wall st up on profit reports and oil price rise,oil_market_phrase
2015-04-19,iraqi forces retake baiji oil refinery from islamic state,oil_market_phrase
2015-04-20,environmentalists demand answers from bp potential oil spill,oil_with_market_context
2015-04-24,oil prices climb to highest levels this year,oil_market_phrase
2015-04-26,cost of living northern territory fuel prices drop,fuel_prices
2015-04-29,canberra petrol prices set to remain steady says nrma,fuel_prices
2015-05-08,accc to investigate launceston petrol prices,fuel_prices
2015-05-08,country petrol prices fuel call to fill up,fuel_prices
2015-05-11,petrol price gap between city and country closes accc,fuel_prices
2015-05-12,accc: big drop in central west petrol prices over last three,fuel_prices
2015-05-12,canberra petrol prices drop but still expensive,fuel_prices
2015-05-12,fall in alice springs fuel prices took too long accc chief says,fuel_prices
2015-05-12,regional petrol price drops too slow: competition watchdog,fuel_prices
2015-05-18,no drop in petrol price since accc launched investigation,fuel_prices
2015-05-19,plans for oil refinery in gladstone,oil_market_phrase
2015-05-29,broome future servicing offshore petroleum,petroleum
2015-06-15,petrol prices face largest quarterly rise in 25 years,fuel_prices
2015-06-16,perth petrol price cycle overturned,fuel_prices
2015-07-02,petrol prices driven to a new year high,fuel_prices
2015-07-02,sydney motorists warned to brace for 15 cent petrol price surge,fuel_prices
2015-07-03,australian oil tanker crew refuse to leave devonport after bein,oil_market_phrase
2015-07-05,standoff devonport oil tanker crew and ship owner continues,oil_market_phrase
2015-07-06,devonport oil tanker standoff heads to industrial relations,oil_market_phrase
2015-07-06,protesters march through devonport support oil tanker workers,oil_market_phrase
2015-07-07,fair work order oil tanker crew to stop industrial action,oil_market_phrase
2015-07-10,alexander spirit oil tanker crew ordered to sail,oil_market_phrase
2015-07-16,woodside revenue hit by sliding oil prices,oil_market_phrase
2015-07-17,santos cuts investment to offset weak oil prices,oil_market_phrase
2015-07-31,shell braces for extended low oil prices with mass job cuts,oil_market_phrase
2015-08-04,mp welcomes study into armidale fuel prices,fuel_prices
2015-08-11,darwin fuel prices drop below the national average,fuel_prices
2015-08-13,oil demand at five year high glut keeps prices low,oil_market_phrase
2015-08-19,woodside profit slides 39 percent on oil price slump,oil_market_phrase
2015-08-20,falling global oil prices help drive local share market lower,oil_market_phrase
2015-08-20,qantas profit propelled by lower fuel prices,fuel_prices
2015-08-21,santos profit slumps 82pc on oil price drop,oil_market_phrase
2015-08-26,woodside petroleum establises artificial intelligence unit,petroleum
2015-08-29,ract voices frustration at tas petrol price differences,fuel_prices
2015-08-30,franchisees battle service station giant united petroleum,petroleum
2015-09-01,oil prices soar for third straight day over production talk,oil_market_phrase
2015-09-03,jason chesters oil gas market,oil_with_market_context
2015-09-03,united petroleum franchisees complain of wage abuse,petroleum
2015-09-08,woodside petroleum set to add to growing portfolio,petroleum
2015-09-12,united petroleum sacked general manager for racial abuse,petroleum
2015-09-17,85 killed in south sudan oil tanker blast,oil_market_phrase
2015-09-24,iran's untapped oil reserves pique interest of foreign investors,oil_market_phrase
2015-10-13,oil price fall overseas leads to australian share,oil_market_phrase
2015-10-13,oil prices and china data weigh on share market,oil_market_phrase
2015-10-23,port stanvac oil refinery foreshore to be opened to public,oil_market_phrase
2015-10-25,low oil and gas prices to slash export earnings,oil_with_market_context
2015-10-27,fall in oil price pulls down wall street stocks,oil_market_phrase
2015-11-13,video from the vault crude oil by the numbers,crude_oil
2015-11-20,oil energy and the problem of carbon,oil_with_market_context
2015-11-23,accc outlines steps to increase darwin petrol price transparency,fuel_prices
2015-12-03,crude oil price nears ten year low; iron ore falls,crude_oil
2015-12-03,russia says it has proof turkey involved in is oil trade,oil_with_market_context
2015-12-04,turkey has proof russian involvement in islamic state oil trade,oil_with_market_context
2015-12-07,opec incapable of behaving like a cartel,opec
2015-12-08,plunge in oil; iron ore prices lead losses for,oil_with_market_context
2015-12-09,market closes down as falling oil price hits global markets,oil_market_phrase
2015-12-11,atlassian nasdaq float slide in oil weighs on us stocks,oil_with_market_context
2015-12-12,oversupply of oil meets a slowdown in demand iea says,oil_with_market_context
